SiteNumber,IslandCode,IslandName,SiteCode,SiteName,SurveyYear,CommonName,ScientificName,ReserveStatus,Reference,Mean_Density
13,AN,Anacapa Island,LC,Landing Cove,2003,"kelp bass, juvenile",Paralabrax clathratus,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2003,"kelp rockfish, adult",Sebastes atrovirens,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2003,"kelp rockfish, juvenile",Sebastes atrovirens,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2003,"olive rockfish, adult",Sebastes serranoides,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2003,"olive rockfish, juvenile",Sebastes serranoides,Inside,TRUE,0.0017
13,AN,Anacapa Island,LC,Landing Cove,2003,"opaleye, adult",Girella nigricans,Inside,TRUE,0.0133
13,AN,Anacapa Island,LC,Landing Cove,2003,"opaleye, juvenile",Girella nigricans,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2003,"pile perch, adult",Rhacochilus vacca,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2003,"pile perch, juvenile",Rhacochilus vacca,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2003,"rock wrasse, female",Halichoeres semicinctus,Inside,TRUE,0.0033
13,AN,Anacapa Island,LC,Landing Cove,2003,"rock wrasse, male",Halichoeres semicinctus,Inside,TRUE,0.0017
13,AN,Anacapa Island,LC,Landing Cove,2003,"senorita, adult",Oxyjulis californica,Inside,TRUE,0.0067
13,AN,Anacapa Island,LC,Landing Cove,2003,"senorita, juvenile",Oxyjulis californica,Inside,TRUE,0.0417
13,AN,Anacapa Island,LC,Landing Cove,2003,"striped surfperch, adult",Embiotoca lateralis,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2003,"striped surfperch, juvenile",Embiotoca lateralis,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2004,"black surfperch, adult",Embiotoca jacksoni,Inside,TRUE,0.0133
13,AN,Anacapa Island,LC,Landing Cove,2004,"black surfperch, juvenile",Embiotoca jacksoni,Inside,TRUE,0.0083
13,AN,Anacapa Island,LC,Landing Cove,2004,"blacksmith, adult",Chromis punctipinnis,Inside,TRUE,0.01
13,AN,Anacapa Island,LC,Landing Cove,2004,"blacksmith, juvenile",Chromis punctipinnis,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2004,"blue rockfish, adult",Sebastes mystinus,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2004,"blue rockfish, juvenile",Sebastes mystinus,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2004,"California sheephead, female",Semicossyphus pulcher,Inside,TRUE,0.0067
13,AN,Anacapa Island,LC,Landing Cove,2004,"California sheephead, juvenile",Semicossyphus pulcher,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2004,"California sheephead, male",Semicossyphus pulcher,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2004,"garibaldi, adult",Hypsypops rubicundus,Inside,TRUE,0.0133
13,AN,Anacapa Island,LC,Landing Cove,2004,"garibaldi, juvenile",Hypsypops rubicundus,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2004,"kelp bass, adult",Paralabrax clathratus,Inside,TRUE,0.01
13,AN,Anacapa Island,LC,Landing Cove,2004,"kelp bass, juvenile",Paralabrax clathratus,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2004,"kelp rockfish, adult",Sebastes atrovirens,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2004,"kelp rockfish, juvenile",Sebastes atrovirens,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2004,"olive rockfish, adult",Sebastes serranoides,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2004,"olive rockfish, juvenile",Sebastes serranoides,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2004,"opaleye, adult",Girella nigricans,Inside,TRUE,0.0183
13,AN,Anacapa Island,LC,Landing Cove,2004,"opaleye, juvenile",Girella nigricans,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2004,"pile perch, adult",Rhacochilus vacca,Inside,TRUE,0.0033
13,AN,Anacapa Island,LC,Landing Cove,2004,"pile perch, juvenile",Rhacochilus vacca,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2004,"rock wrasse, female",Halichoeres semicinctus,Inside,TRUE,0.0033
13,AN,Anacapa Island,LC,Landing Cove,2004,"rock wrasse, male",Halichoeres semicinctus,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2004,"senorita, adult",Oxyjulis californica,Inside,TRUE,0.0117
13,AN,Anacapa Island,LC,Landing Cove,2004,"senorita, juvenile",Oxyjulis californica,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2004,"striped surfperch, adult",Embiotoca lateralis,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2004,"striped surfperch, juvenile",Embiotoca lateralis,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2005,"black surfperch, adult",Embiotoca jacksoni,Inside,TRUE,0.005
13,AN,Anacapa Island,LC,Landing Cove,2005,"black surfperch, juvenile",Embiotoca jacksoni,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2005,"blacksmith, adult",Chromis punctipinnis,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2005,"blacksmith, juvenile",Chromis punctipinnis,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2005,"blue rockfish, adult",Sebastes mystinus,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2005,"blue rockfish, juvenile",Sebastes mystinus,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2005,"California sheephead, female",Semicossyphus pulcher,Inside,TRUE,0.0017
13,AN,Anacapa Island,LC,Landing Cove,2005,"California sheephead, juvenile",Semicossyphus pulcher,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2005,"California sheephead, male",Semicossyphus pulcher,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2005,"garibaldi, adult",Hypsypops rubicundus,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2005,"garibaldi, juvenile",Hypsypops rubicundus,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2005,"kelp bass, adult",Paralabrax clathratus,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2005,"kelp bass, juvenile",Paralabrax clathratus,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2005,"kelp rockfish, adult",Sebastes atrovirens,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2005,"kelp rockfish, juvenile",Sebastes atrovirens,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2005,"olive rockfish, adult",Sebastes serranoides,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2005,"olive rockfish, juvenile",Sebastes serranoides,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2005,"opaleye, adult",Girella nigricans,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2005,"opaleye, juvenile",Girella nigricans,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2005,"pile perch, adult",Rhacochilus vacca,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2005,"pile perch, juvenile",Rhacochilus vacca,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2005,"rock wrasse, female",Halichoeres semicinctus,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2005,"rock wrasse, male",Halichoeres semicinctus,Inside,TRUE,0.0017
13,AN,Anacapa Island,LC,Landing Cove,2005,"senorita, adult",Oxyjulis californica,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2005,"senorita, juvenile",Oxyjulis californica,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2005,"striped surfperch, adult",Embiotoca lateralis,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2005,"striped surfperch, juvenile",Embiotoca lateralis,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2006,"black surfperch, adult",Embiotoca jacksoni,Inside,TRUE,0.0083
13,AN,Anacapa Island,LC,Landing Cove,2006,"black surfperch, juvenile",Embiotoca jacksoni,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2006,"blacksmith, adult",Chromis punctipinnis,Inside,TRUE,0.0033
13,AN,Anacapa Island,LC,Landing Cove,2006,"blacksmith, juvenile",Chromis punctipinnis,Inside,TRUE,0.0167
13,AN,Anacapa Island,LC,Landing Cove,2006,"blue rockfish, adult",Sebastes mystinus,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2006,"blue rockfish, juvenile",Sebastes mystinus,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2006,"California sheephead, female",Semicossyphus pulcher,Inside,TRUE,0.005
13,AN,Anacapa Island,LC,Landing Cove,2006,"California sheephead, juvenile",Semicossyphus pulcher,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2006,"California sheephead, male",Semicossyphus pulcher,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2006,"garibaldi, adult",Hypsypops rubicundus,Inside,TRUE,0.0067
13,AN,Anacapa Island,LC,Landing Cove,2006,"garibaldi, juvenile",Hypsypops rubicundus,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2006,"kelp bass, adult",Paralabrax clathratus,Inside,TRUE,0.0033
13,AN,Anacapa Island,LC,Landing Cove,2006,"kelp bass, juvenile",Paralabrax clathratus,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2006,"kelp rockfish, adult",Sebastes atrovirens,Inside,TRUE,0.0017
13,AN,Anacapa Island,LC,Landing Cove,2006,"kelp rockfish, juvenile",Sebastes atrovirens,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2006,"olive rockfish, adult",Sebastes serranoides,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2006,"olive rockfish, juvenile",Sebastes serranoides,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2006,"opaleye, adult",Girella nigricans,Inside,TRUE,0.02
13,AN,Anacapa Island,LC,Landing Cove,2006,"opaleye, juvenile",Girella nigricans,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2006,"pile perch, adult",Rhacochilus vacca,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2006,"pile perch, juvenile",Rhacochilus vacca,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2006,"rock wrasse, female",Halichoeres semicinctus,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2006,"rock wrasse, male",Halichoeres semicinctus,Inside,TRUE,0.005
13,AN,Anacapa Island,LC,Landing Cove,2006,"senorita, adult",Oxyjulis californica,Inside,TRUE,0.0533
13,AN,Anacapa Island,LC,Landing Cove,2006,"senorita, juvenile",Oxyjulis californica,Inside,TRUE,0.0083
13,AN,Anacapa Island,LC,Landing Cove,2006,"striped surfperch, adult",Embiotoca lateralis,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2006,"striped surfperch, juvenile",Embiotoca lateralis,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2007,"black surfperch, adult",Embiotoca jacksoni,Inside,TRUE,0.0033
13,AN,Anacapa Island,LC,Landing Cove,2007,"black surfperch, juvenile",Embiotoca jacksoni,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2007,"blacksmith, adult",Chromis punctipinnis,Inside,TRUE,0.3467
13,AN,Anacapa Island,LC,Landing Cove,2007,"blacksmith, juvenile",Chromis punctipinnis,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2007,"blue rockfish, adult",Sebastes mystinus,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2007,"blue rockfish, juvenile",Sebastes mystinus,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2007,"California sheephead, female",Semicossyphus pulcher,Inside,TRUE,0.0017
13,AN,Anacapa Island,LC,Landing Cove,2007,"California sheephead, juvenile",Semicossyphus pulcher,Inside,TRUE,0.0017
13,AN,Anacapa Island,LC,Landing Cove,2007,"California sheephead, male",Semicossyphus pulcher,Inside,TRUE,0.0017
13,AN,Anacapa Island,LC,Landing Cove,2007,"garibaldi, adult",Hypsypops rubicundus,Inside,TRUE,0.0067
13,AN,Anacapa Island,LC,Landing Cove,2007,"garibaldi, juvenile",Hypsypops rubicundus,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2007,"kelp bass, adult",Paralabrax clathratus,Inside,TRUE,0.0067
13,AN,Anacapa Island,LC,Landing Cove,2007,"kelp bass, juvenile",Paralabrax clathratus,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2007,"kelp rockfish, adult",Sebastes atrovirens,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2007,"kelp rockfish, juvenile",Sebastes atrovirens,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2007,"olive rockfish, adult",Sebastes serranoides,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2007,"olive rockfish, juvenile",Sebastes serranoides,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2007,"opaleye, adult",Girella nigricans,Inside,TRUE,0.01
13,AN,Anacapa Island,LC,Landing Cove,2007,"opaleye, juvenile",Girella nigricans,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2007,"pile perch, adult",Rhacochilus vacca,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2007,"pile perch, juvenile",Rhacochilus vacca,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2007,"rock wrasse, female",Halichoeres semicinctus,Inside,TRUE,0.0033
13,AN,Anacapa Island,LC,Landing Cove,2007,"rock wrasse, male",Halichoeres semicinctus,Inside,TRUE,0.0017
13,AN,Anacapa Island,LC,Landing Cove,2007,"senorita, adult",Oxyjulis californica,Inside,TRUE,0.0467
13,AN,Anacapa Island,LC,Landing Cove,2007,"senorita, juvenile",Oxyjulis californica,Inside,TRUE,0.005
13,AN,Anacapa Island,LC,Landing Cove,2007,"striped surfperch, adult",Embiotoca lateralis,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2007,"striped surfperch, juvenile",Embiotoca lateralis,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2008,"black surfperch, adult",Embiotoca jacksoni,Inside,TRUE,0.0067
13,AN,Anacapa Island,LC,Landing Cove,2008,"black surfperch, juvenile",Embiotoca jacksoni,Inside,TRUE,0.005
13,AN,Anacapa Island,LC,Landing Cove,2008,"blacksmith, adult",Chromis punctipinnis,Inside,TRUE,0.0767
13,AN,Anacapa Island,LC,Landing Cove,2008,"blacksmith, juvenile",Chromis punctipinnis,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2008,"blue rockfish, adult",Sebastes mystinus,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2008,"blue rockfish, juvenile",Sebastes mystinus,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2008,"California sheephead, female",Semicossyphus pulcher,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2008,"California sheephead, juvenile",Semicossyphus pulcher,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2008,"California sheephead, male",Semicossyphus pulcher,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2008,"garibaldi, adult",Hypsypops rubicundus,Inside,TRUE,0.01
13,AN,Anacapa Island,LC,Landing Cove,2008,"garibaldi, juvenile",Hypsypops rubicundus,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2008,"kelp bass, adult",Paralabrax clathratus,Inside,TRUE,0.0083
13,AN,Anacapa Island,LC,Landing Cove,2008,"kelp bass, juvenile",Paralabrax clathratus,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2008,"kelp rockfish, adult",Sebastes atrovirens,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2008,"kelp rockfish, juvenile",Sebastes atrovirens,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2008,"olive rockfish, adult",Sebastes serranoides,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2008,"olive rockfish, juvenile",Sebastes serranoides,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2008,"opaleye, adult",Girella nigricans,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2008,"opaleye, juvenile",Girella nigricans,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2008,"pile perch, adult",Rhacochilus vacca,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2008,"pile perch, juvenile",Rhacochilus vacca,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2008,"rock wrasse, female",Halichoeres semicinctus,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2008,"rock wrasse, male",Halichoeres semicinctus,Inside,TRUE,0.0017
13,AN,Anacapa Island,LC,Landing Cove,2008,"senorita, adult",Oxyjulis californica,Inside,TRUE,0.055
13,AN,Anacapa Island,LC,Landing Cove,2008,"senorita, juvenile",Oxyjulis californica,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2008,"striped surfperch, adult",Embiotoca lateralis,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2008,"striped surfperch, juvenile",Embiotoca lateralis,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2009,"black surfperch, adult",Embiotoca jacksoni,Inside,TRUE,0.0083
13,AN,Anacapa Island,LC,Landing Cove,2009,"black surfperch, juvenile",Embiotoca jacksoni,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2009,"blacksmith, adult",Chromis punctipinnis,Inside,TRUE,0.2683
13,AN,Anacapa Island,LC,Landing Cove,2009,"blacksmith, juvenile",Chromis punctipinnis,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2009,"blue rockfish, adult",Sebastes mystinus,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2009,"blue rockfish, juvenile",Sebastes mystinus,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2009,"California sheephead, female",Semicossyphus pulcher,Inside,TRUE,0.0067
13,AN,Anacapa Island,LC,Landing Cove,2009,"California sheephead, juvenile",Semicossyphus pulcher,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2009,"California sheephead, male",Semicossyphus pulcher,Inside,TRUE,0.0017
13,AN,Anacapa Island,LC,Landing Cove,2009,"garibaldi, adult",Hypsypops rubicundus,Inside,TRUE,0.01
13,AN,Anacapa Island,LC,Landing Cove,2009,"garibaldi, juvenile",Hypsypops rubicundus,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2009,"kelp bass, adult",Paralabrax clathratus,Inside,TRUE,0.0033
13,AN,Anacapa Island,LC,Landing Cove,2009,"kelp bass, juvenile",Paralabrax clathratus,Inside,TRUE,0.0017
13,AN,Anacapa Island,LC,Landing Cove,2009,"kelp rockfish, adult",Sebastes atrovirens,Inside,TRUE,0.0067
13,AN,Anacapa Island,LC,Landing Cove,2009,"kelp rockfish, juvenile",Sebastes atrovirens,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2009,"olive rockfish, adult",Sebastes serranoides,Inside,TRUE,0.0017
13,AN,Anacapa Island,LC,Landing Cove,2009,"olive rockfish, juvenile",Sebastes serranoides,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2009,"opaleye, adult",Girella nigricans,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2009,"opaleye, juvenile",Girella nigricans,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2009,"pile perch, adult",Rhacochilus vacca,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2009,"pile perch, juvenile",Rhacochilus vacca,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2009,"rock wrasse, female",Halichoeres semicinctus,Inside,TRUE,0.0033
13,AN,Anacapa Island,LC,Landing Cove,2009,"rock wrasse, male",Halichoeres semicinctus,Inside,TRUE,0.0017
13,AN,Anacapa Island,LC,Landing Cove,2009,"senorita, adult",Oxyjulis californica,Inside,TRUE,0.0183
13,AN,Anacapa Island,LC,Landing Cove,2009,"senorita, juvenile",Oxyjulis californica,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2009,"striped surfperch, adult",Embiotoca lateralis,Inside,TRUE,0.005
13,AN,Anacapa Island,LC,Landing Cove,2009,"striped surfperch, juvenile",Embiotoca lateralis,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2010,"black surfperch, adult",Embiotoca jacksoni,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2010,"black surfperch, juvenile",Embiotoca jacksoni,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2010,"blacksmith, adult",Chromis punctipinnis,Inside,TRUE,0.1167
13,AN,Anacapa Island,LC,Landing Cove,2010,"blacksmith, juvenile",Chromis punctipinnis,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2010,"blue rockfish, adult",Sebastes mystinus,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2010,"blue rockfish, juvenile",Sebastes mystinus,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2010,"California sheephead, female",Semicossyphus pulcher,Inside,TRUE,0.005
13,AN,Anacapa Island,LC,Landing Cove,2010,"California sheephead, juvenile",Semicossyphus pulcher,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2010,"California sheephead, male",Semicossyphus pulcher,Inside,TRUE,0.0017
13,AN,Anacapa Island,LC,Landing Cove,2010,"garibaldi, adult",Hypsypops rubicundus,Inside,TRUE,0.005
13,AN,Anacapa Island,LC,Landing Cove,2010,"garibaldi, juvenile",Hypsypops rubicundus,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2010,"kelp bass, adult",Paralabrax clathratus,Inside,TRUE,0.0017
13,AN,Anacapa Island,LC,Landing Cove,2010,"kelp bass, juvenile",Paralabrax clathratus,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2010,"kelp rockfish, adult",Sebastes atrovirens,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2010,"kelp rockfish, juvenile",Sebastes atrovirens,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2010,"olive rockfish, adult",Sebastes serranoides,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2010,"olive rockfish, juvenile",Sebastes serranoides,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2010,"opaleye, adult",Girella nigricans,Inside,TRUE,0.005
13,AN,Anacapa Island,LC,Landing Cove,2010,"opaleye, juvenile",Girella nigricans,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2010,"pile perch, adult",Rhacochilus vacca,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2010,"pile perch, juvenile",Rhacochilus vacca,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2010,"rock wrasse, female",Halichoeres semicinctus,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2010,"rock wrasse, male",Halichoeres semicinctus,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2010,"senorita, adult",Oxyjulis californica,Inside,TRUE,0.05
13,AN,Anacapa Island,LC,Landing Cove,2010,"senorita, juvenile",Oxyjulis californica,Inside,TRUE,0.0067
13,AN,Anacapa Island,LC,Landing Cove,2010,"striped surfperch, adult",Embiotoca lateralis,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2010,"striped surfperch, juvenile",Embiotoca lateralis,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2011,"black surfperch, adult",Embiotoca jacksoni,Inside,TRUE,0.0033
13,AN,Anacapa Island,LC,Landing Cove,2011,"black surfperch, juvenile",Embiotoca jacksoni,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2011,"blacksmith, adult",Chromis punctipinnis,Inside,TRUE,0.0133
13,AN,Anacapa Island,LC,Landing Cove,2011,"blacksmith, juvenile",Chromis punctipinnis,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2011,"blue rockfish, adult",Sebastes mystinus,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2011,"blue rockfish, juvenile",Sebastes mystinus,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2011,"California sheephead, female",Semicossyphus pulcher,Inside,TRUE,0.005
13,AN,Anacapa Island,LC,Landing Cove,2011,"California sheephead, juvenile",Semicossyphus pulcher,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2011,"California sheephead, male",Semicossyphus pulcher,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2011,"garibaldi, adult",Hypsypops rubicundus,Inside,TRUE,0.0083
13,AN,Anacapa Island,LC,Landing Cove,2011,"garibaldi, juvenile",Hypsypops rubicundus,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2011,"kelp bass, adult",Paralabrax clathratus,Inside,TRUE,0.0033
13,AN,Anacapa Island,LC,Landing Cove,2011,"kelp bass, juvenile",Paralabrax clathratus,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2011,"kelp rockfish, adult",Sebastes atrovirens,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2011,"kelp rockfish, juvenile",Sebastes atrovirens,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2011,"olive rockfish, adult",Sebastes serranoides,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2011,"olive rockfish, juvenile",Sebastes serranoides,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2011,"opaleye, adult",Girella nigricans,Inside,TRUE,0.005
13,AN,Anacapa Island,LC,Landing Cove,2011,"opaleye, juvenile",Girella nigricans,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2011,"pile perch, adult",Rhacochilus vacca,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2011,"pile perch, juvenile",Rhacochilus vacca,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2011,"rock wrasse, female",Halichoeres semicinctus,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2011,"rock wrasse, male",Halichoeres semicinctus,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2011,"senorita, adult",Oxyjulis californica,Inside,TRUE,0.0017
13,AN,Anacapa Island,LC,Landing Cove,2011,"senorita, juvenile",Oxyjulis californica,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2011,"striped surfperch, adult",Embiotoca lateralis,Inside,TRUE,0.0017
13,AN,Anacapa Island,LC,Landing Cove,2011,"striped surfperch, juvenile",Embiotoca lateralis,Inside,TRUE,0
13,AN,Anacapa Island,LC,Landing Cove,2012,"black surfperch, adult",Embiotoca jacksoni,Inside,TRUE,0.0033
13,AN,Anacapa Island,LC,Landing Cove,2012,"black surfperch, juvenile",Embiotoca jacksoni,Inside,TRUE,0.005
