SiteNumber,IslandCode,IslandName,SiteCode,SiteName,SurveyYear,Species,ScientificName,CommonName,ReserveStatus,Reference,Date,Area_Surveyed,Total_Count,Percent_Cover,SD,SE
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2000,2012,Eisenia arborea,"Southern sea palm, all",Inside,TRUE,2000-07-31,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2000,2013,Pterygophora californica,"California sea palm, all",Inside,TRUE,2000-07-31,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2000,2014,Laminaria farlowii,"oar weed, all",Inside,TRUE,2000-07-31,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2000,3001,Rhodophyta,red algae (miscellaneous),Inside,TRUE,2000-07-31,600,19,3.17,0.5672,0.0232
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2000,3002,articulated coralline algae,articulated coralline algae,Inside,TRUE,2000-07-31,600,3,0.5,0.2198,0.009
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2000,3003,encrusting coralline algae,encrusting coralline algae,Inside,TRUE,2000-07-31,600,301,50.17,2.2661,0.0925
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2000,3004,Gelidium,agar weed,Inside,TRUE,2000-07-31,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2000,3005,Gigartina,sea tongue,Inside,TRUE,2000-07-31,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2000,4001,Plantae,miscellaneous plants (ie: diatoms),Inside,TRUE,2000-07-31,600,63,10.5,1.2133,0.0495
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2000,5001,Porifera,sponges,Inside,TRUE,2000-07-31,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2000,6003,Corynactis californicus,club-tipped anemone,Inside,TRUE,2000-07-31,600,5,0.83,0.2787,0.0114
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2000,6004,Balanophyllia elegans,orange cup coral,Inside,TRUE,2000-07-31,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2000,6005,Astrangia lajollaensis,La Jolla cup coral,Inside,TRUE,2000-07-31,600,5,0.83,0.2787,0.0114
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2000,7001,Diopatra ornata,ornate tube worm,Inside,TRUE,2000-07-31,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2000,7002,Phragmatopoma californica,colonial sand-tube worm,Inside,TRUE,2000-07-31,600,17,2.83,0.5849,0.0239
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2000,9001,Serpulorbis squamigerus,scaled wormsnail,Inside,TRUE,2000-07-31,600,4,0.67,0.2515,0.0103
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2000,10001,Bryozoa,bryozoans (miscellaneous),Inside,TRUE,2000-07-31,600,1,0.16999999999999998,0.1291,0.0053
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2000,10002,Diaperoecia californica,Southern staghorn bryozoan,Inside,TRUE,2000-07-31,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2000,11008,Pachythyone rubra,aggregated red sea cucumber,Inside,TRUE,2000-07-31,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2000,12001,Tunicata,tunicates,Inside,TRUE,2000-07-31,600,2,0.33,0.181,0.0074
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2000,13001,Miscellaneous Invertebrates including Ophiothrix spiculata,Miscellaneous Invertebrates including Ophiothrix spiculata,Inside,TRUE,2000-07-31,600,142,23.669999999999998,2.1937,0.0896
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2000,15001,Bare Substrate,Bare Substrate,Inside,TRUE,2000-07-31,600,90,15,1.3839,0.0565
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2000,15002,Rock,Rock,Inside,TRUE,2000-07-31,600,529,88.17,1.5891,0.0649
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2000,15003,Cobble,Cobble,Inside,TRUE,2000-07-31,600,15,2.5,0.5712,0.0233
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2000,15004,Sand,Sand,Inside,TRUE,2000-07-31,600,56,9.33,1.6247,0.0663
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2001,1001,Chlorophyta,green algae,Inside,TRUE,2001-08-13,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2001,2001,Phaeophyta,brown algae (miscellaneous),Inside,TRUE,2001-08-13,600,1,0.16999999999999998,0.1291,0.0053
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2001,2003,Desmarestia,acid weed,Inside,TRUE,2001-08-13,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2001,2007,Cystoseira,bladder chain kelp,Inside,TRUE,2001-08-13,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2001,2010,Macrocystis pyrifera,"giant kelp, all",Inside,TRUE,2001-08-13,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2001,2012,Eisenia arborea,"Southern sea palm, all",Inside,TRUE,2001-08-13,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2001,2013,Pterygophora californica,"California sea palm, all",Inside,TRUE,2001-08-13,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2001,2014,Laminaria farlowii,"oar weed, all",Inside,TRUE,2001-08-13,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2001,3001,Rhodophyta,red algae (miscellaneous),Inside,TRUE,2001-08-13,600,2,0.33,0.181,0.0074
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2001,3002,articulated coralline algae,articulated coralline algae,Inside,TRUE,2001-08-13,600,11,1.83,0.4691,0.0192
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2001,3003,encrusting coralline algae,encrusting coralline algae,Inside,TRUE,2001-08-13,600,410,68.33,1.8971,0.0774
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2001,3004,Gelidium,agar weed,Inside,TRUE,2001-08-13,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2001,3005,Gigartina,sea tongue,Inside,TRUE,2001-08-13,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2001,4001,Plantae,miscellaneous plants (ie: diatoms),Inside,TRUE,2001-08-13,600,18,3,0.5909,0.0241
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2001,5001,Porifera,sponges,Inside,TRUE,2001-08-13,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2001,6003,Corynactis californicus,club-tipped anemone,Inside,TRUE,2001-08-13,600,7,1.17,0.4544,0.0186
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2001,6004,Balanophyllia elegans,orange cup coral,Inside,TRUE,2001-08-13,600,5,0.83,0.334,0.0136
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2001,6005,Astrangia lajollaensis,La Jolla cup coral,Inside,TRUE,2001-08-13,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2001,7001,Diopatra ornata,ornate tube worm,Inside,TRUE,2001-08-13,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2001,7002,Phragmatopoma californica,colonial sand-tube worm,Inside,TRUE,2001-08-13,600,7,1.17,0.3724,0.0152
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2001,9001,Serpulorbis squamigerus,scaled wormsnail,Inside,TRUE,2001-08-13,600,2,0.33,0.181,0.0074
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2001,10001,Bryozoa,bryozoans (miscellaneous),Inside,TRUE,2001-08-13,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2001,10002,Diaperoecia californica,Southern staghorn bryozoan,Inside,TRUE,2001-08-13,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2001,11008,Pachythyone rubra,aggregated red sea cucumber,Inside,TRUE,2001-08-13,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2001,12001,Tunicata,tunicates,Inside,TRUE,2001-08-13,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2001,13001,Miscellaneous Invertebrates including Ophiothrix spiculata,Miscellaneous Invertebrates including Ophiothrix spiculata,Inside,TRUE,2001-08-13,600,130,21.67,1.6382,0.0669
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2001,15001,Bare Substrate,Bare Substrate,Inside,TRUE,2001-08-13,600,152,25.330000000000002,1.7317,0.0707
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2001,15002,Rock,Rock,Inside,TRUE,2001-08-13,600,480,80,1.9658,0.0803
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2001,15003,Cobble,Cobble,Inside,TRUE,2001-08-13,600,59,9.83,1.3083,0.0534
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2001,15004,Sand,Sand,Inside,TRUE,2001-08-13,600,61,10.17,1.4555,0.0594
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2002,1001,Chlorophyta,green algae,Inside,TRUE,2002-08-19,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2002,2001,Phaeophyta,brown algae (miscellaneous),Inside,TRUE,2002-08-19,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2002,2003,Desmarestia,acid weed,Inside,TRUE,2002-08-19,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2002,2007,Cystoseira,bladder chain kelp,Inside,TRUE,2002-08-19,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2002,2010,Macrocystis pyrifera,"giant kelp, all",Inside,TRUE,2002-08-19,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2002,2012,Eisenia arborea,"Southern sea palm, all",Inside,TRUE,2002-08-19,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2002,2013,Pterygophora californica,"California sea palm, all",Inside,TRUE,2002-08-19,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2002,2014,Laminaria farlowii,"oar weed, all",Inside,TRUE,2002-08-19,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2002,3001,Rhodophyta,red algae (miscellaneous),Inside,TRUE,2002-08-19,600,47,7.829999999999999,0.8654,0.0353
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2002,3002,articulated coralline algae,articulated coralline algae,Inside,TRUE,2002-08-19,600,7,1.17,0.3237,0.0132
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2002,3003,encrusting coralline algae,encrusting coralline algae,Inside,TRUE,2002-08-19,600,240,40,1.9134,0.0781
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2002,3004,Gelidium,agar weed,Inside,TRUE,2002-08-19,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2002,3005,Gigartina,sea tongue,Inside,TRUE,2002-08-19,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2002,4001,Plantae,miscellaneous plants (ie: diatoms),Inside,TRUE,2002-08-19,600,20,3.3300000000000005,0.542,0.0221
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2002,5001,Porifera,sponges,Inside,TRUE,2002-08-19,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2002,6003,Corynactis californicus,club-tipped anemone,Inside,TRUE,2002-08-19,600,2,0.33,0.181,0.0074
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2002,6004,Balanophyllia elegans,orange cup coral,Inside,TRUE,2002-08-19,600,6,1,0.3025,0.0123
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2002,6005,Astrangia lajollaensis,La Jolla cup coral,Inside,TRUE,2002-08-19,600,15,2.5,0.4739,0.0193
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2002,7001,Diopatra ornata,ornate tube worm,Inside,TRUE,2002-08-19,600,1,0.16999999999999998,0.1291,0.0053
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2002,7002,Phragmatopoma californica,colonial sand-tube worm,Inside,TRUE,2002-08-19,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2002,9001,Serpulorbis squamigerus,scaled wormsnail,Inside,TRUE,2002-08-19,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2002,10001,Bryozoa,bryozoans (miscellaneous),Inside,TRUE,2002-08-19,600,1,0.16999999999999998,0.1291,0.0053
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2002,10002,Diaperoecia californica,Southern staghorn bryozoan,Inside,TRUE,2002-08-19,600,2,0.33,0.2582,0.0105
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2002,11008,Pachythyone rubra,aggregated red sea cucumber,Inside,TRUE,2002-08-19,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2002,12001,Tunicata,tunicates,Inside,TRUE,2002-08-19,600,1,0.16999999999999998,0.1291,0.0053
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2002,13001,Miscellaneous Invertebrates including Ophiothrix spiculata,Miscellaneous Invertebrates including Ophiothrix spiculata,Inside,TRUE,2002-08-19,600,92,15.329999999999998,1.1998,0.049
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2002,15001,Bare Substrate,Bare Substrate,Inside,TRUE,2002-08-19,600,202,33.67,1.6871,0.0689
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2002,15002,Rock,Rock,Inside,TRUE,2002-08-19,600,516,86,1.5644,0.0639
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2002,15003,Cobble,Cobble,Inside,TRUE,2002-08-19,600,31,5.17,0.9828,0.0401
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2002,15004,Sand,Sand,Inside,TRUE,2002-08-19,600,53,8.83,1.2635,0.0516
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2003,1001,Chlorophyta,green algae,Inside,TRUE,2003-08-18,600,2,0.33,0.181,0.0074
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2003,2001,Phaeophyta,brown algae (miscellaneous),Inside,TRUE,2003-08-18,600,2,0.33,0.181,0.0074
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2003,2003,Desmarestia,acid weed,Inside,TRUE,2003-08-18,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2003,2007,Cystoseira,bladder chain kelp,Inside,TRUE,2003-08-18,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2003,2010,Macrocystis pyrifera,"giant kelp, all",Inside,TRUE,2003-08-18,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2003,2012,Eisenia arborea,"Southern sea palm, all",Inside,TRUE,2003-08-18,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2003,2013,Pterygophora californica,"California sea palm, all",Inside,TRUE,2003-08-18,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2003,2014,Laminaria farlowii,"oar weed, all",Inside,TRUE,2003-08-18,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2003,3001,Rhodophyta,red algae (miscellaneous),Inside,TRUE,2003-08-18,600,55,9.17,1.0938,0.0447
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2003,3002,articulated coralline algae,articulated coralline algae,Inside,TRUE,2003-08-18,600,4,0.67,0.2515,0.0103
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2003,3003,encrusting coralline algae,encrusting coralline algae,Inside,TRUE,2003-08-18,600,394,65.67,1.8261,0.0746
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2003,3004,Gelidium,agar weed,Inside,TRUE,2003-08-18,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2003,3005,Gigartina,sea tongue,Inside,TRUE,2003-08-18,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2003,4001,Plantae,miscellaneous plants (ie: diatoms),Inside,TRUE,2003-08-18,600,28,4.67,1.0328,0.0422
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2003,5001,Porifera,sponges,Inside,TRUE,2003-08-18,600,1,0.16999999999999998,0.1291,0.0053
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2003,6003,Corynactis californicus,club-tipped anemone,Inside,TRUE,2003-08-18,600,2,0.33,0.181,0.0074
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2003,6004,Balanophyllia elegans,orange cup coral,Inside,TRUE,2003-08-18,600,5,0.83,0.334,0.0136
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2003,6005,Astrangia lajollaensis,La Jolla cup coral,Inside,TRUE,2003-08-18,600,6,1,0.3542,0.0145
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2003,7001,Diopatra ornata,ornate tube worm,Inside,TRUE,2003-08-18,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2003,7002,Phragmatopoma californica,colonial sand-tube worm,Inside,TRUE,2003-08-18,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2003,9001,Serpulorbis squamigerus,scaled wormsnail,Inside,TRUE,2003-08-18,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2003,10001,Bryozoa,bryozoans (miscellaneous),Inside,TRUE,2003-08-18,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2003,10002,Diaperoecia californica,Southern staghorn bryozoan,Inside,TRUE,2003-08-18,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2003,11008,Pachythyone rubra,aggregated red sea cucumber,Inside,TRUE,2003-08-18,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2003,11010,Ophiothrix spiculata,spiny brittle star,Inside,TRUE,2003-08-18,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2003,12001,Tunicata,tunicates,Inside,TRUE,2003-08-18,600,1,0.16999999999999998,0.1291,0.0053
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2003,13002,Miscellaneous Invertebrates excluding Ophiothrix spiculata,Miscellaneous Invertebrates excluding Ophiothrix spiculata,Inside,TRUE,2003-08-18,600,90,15,1.5785,0.0644
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2003,15001,Bare Substrate,Bare Substrate,Inside,TRUE,2003-08-18,600,115,19.17,1.816,0.0741
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2003,15002,Rock,Rock,Inside,TRUE,2003-08-18,600,493,82.17,1.9923,0.0813
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2003,15003,Cobble,Cobble,Inside,TRUE,2003-08-18,600,21,3.5000000000000004,0.6594,0.0269
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2003,15004,Sand,Sand,Inside,TRUE,2003-08-18,600,86,14.330000000000002,1.9254,0.0786
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2004,1001,Chlorophyta,green algae,Inside,TRUE,2004-08-09,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2004,2001,Phaeophyta,brown algae (miscellaneous),Inside,TRUE,2004-08-09,600,1,0.16999999999999998,0.1291,0.0053
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2004,2003,Desmarestia,acid weed,Inside,TRUE,2004-08-09,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2004,2007,Cystoseira,bladder chain kelp,Inside,TRUE,2004-08-09,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2004,2010,Macrocystis pyrifera,"giant kelp, all",Inside,TRUE,2004-08-09,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2004,2012,Eisenia arborea,"Southern sea palm, all",Inside,TRUE,2004-08-09,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2004,2013,Pterygophora californica,"California sea palm, all",Inside,TRUE,2004-08-09,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2004,2014,Laminaria farlowii,"oar weed, all",Inside,TRUE,2004-08-09,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2004,3001,Rhodophyta,red algae (miscellaneous),Inside,TRUE,2004-08-09,600,10,1.67,0.4929,0.0201
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2004,3002,articulated coralline algae,articulated coralline algae,Inside,TRUE,2004-08-09,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2004,3003,encrusting coralline algae,encrusting coralline algae,Inside,TRUE,2004-08-09,600,223,37.169999999999995,2.0344,0.0831
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2004,3004,Gelidium,agar weed,Inside,TRUE,2004-08-09,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2004,3005,Gigartina,sea tongue,Inside,TRUE,2004-08-09,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2004,4001,Plantae,miscellaneous plants (ie: diatoms),Inside,TRUE,2004-08-09,600,95,15.83,1.6291,0.0665
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2004,5001,Porifera,sponges,Inside,TRUE,2004-08-09,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2004,6003,Corynactis californicus,club-tipped anemone,Inside,TRUE,2004-08-09,600,2,0.33,0.2582,0.0105
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2004,6004,Balanophyllia elegans,orange cup coral,Inside,TRUE,2004-08-09,600,1,0.16999999999999998,0.1291,0.0053
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2004,6005,Astrangia lajollaensis,La Jolla cup coral,Inside,TRUE,2004-08-09,600,6,1,0.3025,0.0123
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2004,7001,Diopatra ornata,ornate tube worm,Inside,TRUE,2004-08-09,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2004,7002,Phragmatopoma californica,colonial sand-tube worm,Inside,TRUE,2004-08-09,600,10,1.67,0.9771,0.0399
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2004,9001,Serpulorbis squamigerus,scaled wormsnail,Inside,TRUE,2004-08-09,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2004,10001,Bryozoa,bryozoans (miscellaneous),Inside,TRUE,2004-08-09,600,2,0.33,0.181,0.0074
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2004,10002,Diaperoecia californica,Southern staghorn bryozoan,Inside,TRUE,2004-08-09,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2004,11008,Pachythyone rubra,aggregated red sea cucumber,Inside,TRUE,2004-08-09,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2004,11010,Ophiothrix spiculata,spiny brittle star,Inside,TRUE,2004-08-09,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2004,12001,Tunicata,tunicates,Inside,TRUE,2004-08-09,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2004,13002,Miscellaneous Invertebrates excluding Ophiothrix spiculata,Miscellaneous Invertebrates excluding Ophiothrix spiculata,Inside,TRUE,2004-08-09,600,74,12.33,1.2401,0.0506
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2004,15001,Bare Substrate,Bare Substrate,Inside,TRUE,2004-08-09,600,189,31.5,1.7057,0.0696
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2004,15002,Rock,Rock,Inside,TRUE,2004-08-09,600,494,82.33,2.2652,0.0925
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2004,15003,Cobble,Cobble,Inside,TRUE,2004-08-09,600,3,0.5,0.2198,0.009
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2004,15004,Sand,Sand,Inside,TRUE,2004-08-09,600,103,17.169999999999998,2.2481,0.0918
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2005,1001,Chlorophyta,green algae,Inside,TRUE,2005-09-05,600,32,5.33,1.2818,0.0523
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2005,2001,Phaeophyta,brown algae (miscellaneous),Inside,TRUE,2005-09-05,600,16,2.67,0.6069,0.0248
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2005,2003,Desmarestia,acid weed,Inside,TRUE,2005-09-05,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2005,2007,Cystoseira,bladder chain kelp,Inside,TRUE,2005-09-05,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2005,2010,Macrocystis pyrifera,"giant kelp, all",Inside,TRUE,2005-09-05,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2005,2012,Eisenia arborea,"Southern sea palm, all",Inside,TRUE,2005-09-05,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2005,2013,Pterygophora californica,"California sea palm, all",Inside,TRUE,2005-09-05,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2005,2014,Laminaria farlowii,"oar weed, all",Inside,TRUE,2005-09-05,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2005,3001,Rhodophyta,red algae (miscellaneous),Inside,TRUE,2005-09-05,600,29,4.83,1.0969,0.0448
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2005,3002,articulated coralline algae,articulated coralline algae,Inside,TRUE,2005-09-05,600,5,0.83,0.2787,0.0114
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2005,3003,encrusting coralline algae,encrusting coralline algae,Inside,TRUE,2005-09-05,600,377,62.83,3.1359,0.128
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2005,3004,Gelidium,agar weed,Inside,TRUE,2005-09-05,600,22,3.6700000000000004,1.3896,0.0567
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2005,3005,Gigartina,sea tongue,Inside,TRUE,2005-09-05,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2005,4001,Plantae,miscellaneous plants (ie: diatoms),Inside,TRUE,2005-09-05,600,73,12.17,2.2929,0.0936
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2005,5001,Porifera,sponges,Inside,TRUE,2005-09-05,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2005,6003,Corynactis californicus,club-tipped anemone,Inside,TRUE,2005-09-05,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2005,6004,Balanophyllia elegans,orange cup coral,Inside,TRUE,2005-09-05,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2005,6005,Astrangia lajollaensis,La Jolla cup coral,Inside,TRUE,2005-09-05,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2005,7001,Diopatra ornata,ornate tube worm,Inside,TRUE,2005-09-05,600,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2005,7002,Phragmatopoma californica,colonial sand-tube worm,Inside,TRUE,2005-09-05,600,4,0.67,0.2515,0.0103
