Indicator,Species,Kingdom,Phylum,Subphylum,Class,Order,Family,Genus,Species (Used by KFM),Status,Currently Accepted Name,Authority (Accepted),ScientificName,ScientificName_Short_Form,CommonName,Common_Name,CommonNameSimple,CommonName_Capitalized,AlternateTaxonName,SpeciesName,ID_Short,ID_Long,Abundance,Abundance_Long,Habitat_Broad,Habitat_Specific,Size_Range,Size_Range_Long,Geographic_Range,Life_Stage,Sex,Trophic_Complete,Trophic_Broad,Color,Classification,Class_Short,oneM_,fiveM_,bands_,rpc_,rdfc_,VFT_,Targeted_Broad,Commercial_Fishery,Recreational_Fishery,Bag_Limit,Legal_Size_cm,Fishery_Info_notes,Useful_Links
TRUE,14014,Animalia,Chordata,Vertebrata,Actinopterygii,Perciformes,Labridae,Semicossyphus,Semicossyphus pulcher,Accepted,Semicossyphus pulcher,"Ayres, 1854",Semicossyphus pulcher,S. pulcher,"California sheephead, female",California_sheephead_female,California sheephead female,California Sheephead (Female),"Semicossyphus pulcher, female","California sheephead, female",uniform pink color with white chin,"easily distinguished from the other wrasse species by their large size, color pattern and protruding canine-like teeth. Sheephead are sexually dimorphic and male, female and young-of-the-year individuals are easily distinguishable. Males have a black head and tail divided by a reddish color along their middle. Both sexes have a white chin, although females are uniformly reddish pink in color. The young-of-the-year are bright reddish-orange with a white stripe along their lateral line and large black spots on their rear, dorsal and upper caudal fins",Common to abundant,"A stock assessment that estimated the Spawning Potential Ratio (SPR) of mature Sheephead was approximately 20% of the unfished biomass level (Alonzo et al. 2004). Female biomass in isolation was estimated to be impacted much less, with female SPR estimated at 80% of the unfished level (Alonzo et al. 2004). It is important to note that most of the biological data used in the 2004 stock assessment were collected before the effects of the size and catch limits set between 1999 and 2001 could be observed. Additionally, since the 2004 stock assessment, research has indicated high variability in life history parameters between Sheephead populations across southern California, and abundance estimates may vary greatly depending on each population’s exposure to varying fishing pressures and environmental conditions (Hamilton et al. 2007; Loke-Smith et al. 2010; Caselle et al. 2011). Little is known about historical abundances of Sheephead before commercial fishing began, although a recent study using zooarchaeological records suggests Sheephead stocks may have thrived more than 10,000 years ago and prehistoric stock size has decreased by approximately 14.6% compared to Sheephead today (Braje et al. 2017). Research has shown Sheephead display biogeographic patterns of abundance with densities highest in the southern portion of their range (Cowen 1985; Hamilton et al. 2007; Caselle et al. 2011). Densities are also different between island and mainland locations, with an average of 2.84 ± 0.33 fish per 80 cubic meter (m3) (2,825 ft3) at offshore islands and 1.84 ± 0.27 fish per 80 m3 (2,825 ft3) along the mainland (Caselle et al. 2011).","Benthic, water column",Both adult and juvenile Sheephead primarily reside in kelp forest and rocky reef habitats,NA,NA,"Monterey Bay to Gulf of California, rare north of Pt. Conception",Adult,Female,benthic macro-invertivore,Carnivore,firebrick2,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Targeted,Targeted,Targeted,5,30.5,NA,https://marinespecies.wildlife.ca.gov/california-sheephead/management/
TRUE,14014.5,Animalia,Chordata,Vertebrata,Actinopterygii,Perciformes,Labridae,Semicossyphus,Semicossyphus pulcher,Accepted,Semicossyphus pulcher,"Ayres, 1854",Semicossyphus pulcher,S. pulcher,"California sheephead, juvenile",California_sheephead,California sheephead female,California Sheephead (Juvenile),"Semicossyphus pulcher, juvenile","California sheephead, juvenile",<10cm length AND white stripe,"easily distinguished from the other wrasse species by their large size, color pattern and protruding canine-like teeth. Sheephead are sexually dimorphic and male, female and young-of-the-year individuals are easily distinguishable. Males have a black head and tail divided by a reddish color along their middle. Both sexes have a white chin, although females are uniformly reddish pink in color. The young-of-the-year are bright reddish-orange with a white stripe along their lateral line and large black spots on their rear, dorsal and upper caudal fins",Common to abundant,"A stock assessment that estimated the Spawning Potential Ratio (SPR) of mature Sheephead was approximately 20% of the unfished biomass level (Alonzo et al. 2004). Female biomass in isolation was estimated to be impacted much less, with female SPR estimated at 80% of the unfished level (Alonzo et al. 2004). It is important to note that most of the biological data used in the 2004 stock assessment were collected before the effects of the size and catch limits set between 1999 and 2001 could be observed. Additionally, since the 2004 stock assessment, research has indicated high variability in life history parameters between Sheephead populations across southern California, and abundance estimates may vary greatly depending on each population’s exposure to varying fishing pressures and environmental conditions (Hamilton et al. 2007; Loke-Smith et al. 2010; Caselle et al. 2011). Little is known about historical abundances of Sheephead before commercial fishing began, although a recent study using zooarchaeological records suggests Sheephead stocks may have thrived more than 10,000 years ago and prehistoric stock size has decreased by approximately 14.6% compared to Sheephead today (Braje et al. 2017). Research has shown Sheephead display biogeographic patterns of abundance with densities highest in the southern portion of their range (Cowen 1985; Hamilton et al. 2007; Caselle et al. 2011). Densities are also different between island and mainland locations, with an average of 2.84 ± 0.33 fish per 80 cubic meter (m3) (2,825 ft3) at offshore islands and 1.84 ± 0.27 fish per 80 m3 (2,825 ft3) along the mainland (Caselle et al. 2011).","Benthic, water column",Both adult and juvenile Sheephead primarily reside in kelp forest and rocky reef habitats,<10 cm,<10 cm,"Monterey Bay to Gulf of California, rare north of Pt. Conception",Juvenile,NA,benthic macro-invertivore,Carnivore,firebrick2,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Targeted,Targeted,Targeted,5,30.5,NA,https://marinespecies.wildlife.ca.gov/california-sheephead/management/
TRUE,14015,Animalia,Chordata,Vertebrata,Actinopterygii,Perciformes,Embiotocidae,Embiotoca,Embiotoca jacksoni,Accepted,Embiotoca jacksoni,"Agassiz, 1853",Embiotoca jacksoni,E. jacksoni,"black surfperch, adult",black_surfperch,black surfperch,Black Surfperch (Adult),"Embiotoca jacksoni, adult","black surfperch, adult","Large lips, mustache, blue stripe on anal fin. Compressed body with numerous dusky vertical bars.",NA,Abundant,Abundant,"Benthic, water column",NA,to 40 cm,to 40 cm,northern California to northern Baja,Adult,NA,benthic micro-invertivore,Carnivore,gold4,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Non-targeted,Non-targeted,Non-targeted,10,No Limit,NA,NA
TRUE,14015.5,Animalia,Chordata,Vertebrata,Actinopterygii,Perciformes,Embiotocidae,Embiotoca,Embiotoca jacksoni,Accepted,Embiotoca jacksoni,"Agassiz, 1853",Embiotoca jacksoni,E. jacksoni,black surfperch,black_surfperch,black surfperch,Black Surfperch,"Embiotoca jacksoni, adult",black surfperch,"Large lips, mustache, blue stripe on anal fin. Compressed body with numerous dusky vertical bars.",NA,Abundant,Abundant,"Benthic, water column",NA,to 40 cm,to 40 cm,northern California to northern Baja,Adult,NA,benthic micro-invertivore,Carnivore,gold4,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Non-targeted,Non-targeted,Non-targeted,10,No Limit,NA,NA
TRUE,14016,Animalia,Chordata,Vertebrata,Actinopterygii,Perciformes,Embiotocidae,Embiotoca,Embiotoca jacksoni,Accepted,Embiotoca jacksoni,"Agassiz, 1853",Embiotoca jacksoni,E. jacksoni,"black surfperch, juvenile",black_surfperch,black surfperch,Black Surfperch (Juvenile),"Embiotoca jacksoni, juvenile","black surfperch, juvenile",<10cm length  ,NA,Abundant,Abundant,"Benthic, water column",NA,<10 cm,<10 cm,northern California to northern Baja,Juvenile,NA,benthic micro-invertivore,Carnivore,gold4,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Non-targeted,Non-targeted,Non-targeted,10,No Limit,NA,NA
TRUE,14017,Animalia,Chordata,Vertebrata,Actinopterygii,Perciformes,Embiotocidae,Embiotoca,Embiotoca lateralis,Accepted,Embiotoca lateralis,"Agassiz, 1854",Embiotoca lateralis,E. lateralis,"striped surfperch, adult",striped_surfperch,striped surfperch,Striped Surfperch (Adult),"Embiotoca lateralis, adult","striped surfperch, adult","Thin, footall shaped body and several narrow, irridescent blue lateral stripes separated by wider orange to copper colored stripes",NA,Common,Common,"Benthic, water column",NA,to 38 cm,to 38 cm,"SE Alaska to northern Baja, but rare south of Pt Conception",Adult,NA,benthic micro-invertivore,Carnivore,lightseagreen,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Non-targeted,Non-targeted,Non-targeted,10,No Limit,NA,NA
TRUE,14017.5,Animalia,Chordata,Vertebrata,Actinopterygii,Perciformes,Embiotocidae,Embiotoca,Embiotoca lateralis,Accepted,Embiotoca lateralis,"Agassiz, 1854",Embiotoca lateralis,E. lateralis,striped surfperch,striped_surfperch,striped surfperch,Striped Surfperch,"Embiotoca lateralis, adult",striped surfperch,"Thin, footall shaped body and several narrow, irridescent blue lateral stripes separated by wider orange to copper colored stripes",NA,Common,Common,"Benthic, water column",NA,to 38 cm,to 38 cm,"SE Alaska to northern Baja, but rare south of Pt Conception",Adult,NA,benthic micro-invertivore,Carnivore,lightseagreen,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Non-targeted,Non-targeted,Non-targeted,10,No Limit,NA,NA
TRUE,14018,Animalia,Chordata,Vertebrata,Actinopterygii,Perciformes,Embiotocidae,Embiotoca,Embiotoca lateralis,Accepted,Embiotoca lateralis,"Agassiz, 1854",Embiotoca lateralis,E. lateralis,"striped surfperch, juvenile",striped_surfperch,striped surfperch,Striped Surfperch (Juvenile),"Embiotoca lateralis, juvenile","striped surfperch, juvenile","Thin, footall shaped body and several narrow, irridescent blue lateral stripes separated by wider orange to copper colored stripes",NA,Common,Common,"Benthic, water column",NA,to 10 cm,to 10 cm,"SE Alaska to northern Baja, but rare south of Pt Conception",Juvenile,NA,benthic micro-invertivore,Carnivore,lightseagreen,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Non-targeted,Non-targeted,Non-targeted,10,No Limit,NA,NA
TRUE,14019,Animalia,Chordata,Vertebrata,Actinopterygii,Perciformes,Embiotocidae,Rhacochilus,Rhacochilus vacca,Accepted,Rhacochilus vacca,"Girard, 1855",Rhacochilus vacca,R. vacca,"pile perch, adult",pile_perch,pile perch,Pile Perch (Adult),"Rhacochilus vacca, adult","pile perch, adult",Compressed silver/green  body with deeply forked tail. Dark vertical bar below anterior portion of soft dorsal.,NA,Common,Common,"Benthic, water column",NA,"to 44 cm, 20 more common","to 44 cm, 20 more common",SE Alaska to north-central Baja,Adult,NA,benthic macro-invertivore,Carnivore,lightskyblue4,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Non-targeted,Non-targeted,Non-targeted,10,No Limit,NA,NA
TRUE,14019.5,Animalia,Chordata,Vertebrata,Actinopterygii,Perciformes,Embiotocidae,Rhacochilus,Rhacochilus vacca,Accepted,Rhacochilus vacca,"Girard, 1855",Rhacochilus vacca,R. vacca,pile perch,pile_perch,pile perch,Pile Perch,"Rhacochilus vacca, adult",pile perch,Compressed silver/green  body with deeply forked tail. Dark vertical bar below anterior portion of soft dorsal.,NA,Common,Common,"Benthic, water column",NA,"to 44 cm, 20 more common","to 44 cm, 20 more common",SE Alaska to north-central Baja,Adult,NA,benthic macro-invertivore,Carnivore,lightskyblue4,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Non-targeted,Non-targeted,Non-targeted,10,No Limit,NA,NA
TRUE,14020,Animalia,Chordata,Vertebrata,Actinopterygii,Perciformes,Embiotocidae,Rhacochilus,Rhacochilus vacca,Accepted,Rhacochilus vacca,"Girard, 1855",Rhacochilus vacca,R. vacca,"pile perch, juvenile",pile_perch,pile perch,Pile Perch (Juvenile),"Rhacochilus vacca, juvenile","pile perch, juvenile",Compressed silver/green  body with deeply forked tail. Dark vertical bar below anterior portion of soft dorsal.,NA,Common,Common,"Benthic, water column",NA,to 10 cm,to 10 cm,SE Alaska to north-central Baja,Juvenile,NA,benthic macro-invertivore,Carnivore,lightskyblue4,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Non-targeted,Non-targeted,Non-targeted,10,No Limit,NA,NA
TRUE,14021,Animalia,Chordata,Vertebrata,Actinopterygii,Perciformes,Pomacentridae,Hypsypops,Hypsypops rubicundus,Accepted,Hypsypops rubicundus,"Girard, 1854",Hypsypops rubicundus,H. rubicundus,"garibaldi, adult",garibaldi,garibaldi,Garibaldi (Adult),"Hypsypops rubicundus, adult","garibaldi, adult",Damsel fish with compressed oval shaped body and deeply notched tail between two rounded lobes. Body is bright orange. No blue spots present.,NA,Abundant ,Abundant ,"Benthic, water column",NA,to 36 cm ,to 36 cm ,"Monterey Bay to Baja, rare north of Pt. Conception",Adult,NA,benthic micro-invertivore,Carnivore,darkorange,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Non-targeted,Non-targeted,Non-targeted,NA,NA,NA,NA
TRUE,14021.25,Animalia,Chordata,Vertebrata,Actinopterygii,Perciformes,Pomacentridae,Hypsypops,Hypsypops rubicundus,Accepted,Hypsypops rubicundus,"Girard, 1854",Hypsypops rubicundus,H. rubicundus,garibaldi,garibaldi,garibaldi,Garibaldi,"Hypsypops rubicundus, adult",garibaldi,Damsel fish with compressed oval shaped body and deeply notched tail between two rounded lobes. Body is bright orange. No blue spots present.,NA,Abundant ,Abundant ,"Benthic, water column",NA,to 36 cm ,to 36 cm ,"Monterey Bay to Baja, rare north of Pt. Conception",Adult,NA,benthic micro-invertivore,Carnivore,darkorange,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Non-targeted,Non-targeted,Non-targeted,NA,NA,NA,NA
TRUE,14021.5,Animalia,Chordata,Vertebrata,Actinopterygii,Perciformes,Pomacentridae,Hypsypops,Hypsypops rubicundus,Accepted,Hypsypops rubicundus,"Girard, 1854",Hypsypops rubicundus,H. rubicundus,"garibaldi, subadult",garibaldi,garibaldi,Garibaldi (Subadult),"Hypsypops rubicundus, subadult","garibaldi, subadult",Greater than 10 cm with any blue markings/spots. ,NA,Abundant ,Abundant ,"Benthic, water column",NA,>10 cm ,>10 cm ,"Monterey Bay to Baja, rare north of Pt. Conception",Subadult,NA,benthic micro-invertivore,Carnivore,darkorange,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Non-targeted,Non-targeted,Non-targeted,NA,NA,NA,NA
TRUE,14022,Animalia,Chordata,Vertebrata,Actinopterygii,Perciformes,Pomacentridae,Hypsypops,Hypsypops rubicundus,Accepted,Hypsypops rubicundus,"Girard, 1854",Hypsypops rubicundus,H. rubicundus,"garibaldi, juvenile",garibaldi,garibaldi,Garibaldi (Juvenile),"Hypsypops rubicundus, juvenile","garibaldi, juvenile",Less than 10 cm with blue spots over a bright orange undercolor,NA,Abundant,Abundant,"Benthic, water column",NA,to 10 cm ,to 10 cm ,"Monterey Bay to Baja, rare north of Pt. Conception",Juvenile,NA,benthic micro-invertivore,Carnivore,dodgerblue,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Non-targeted,Non-targeted,Non-targeted,NA,NA,NA,NA
TRUE,14023,Animalia,Chordata,Vertebrata,Actinopterygii,Perciformes,Kyphosidae,Girella,Girella nigricans,Accepted,Girella nigricans,"Ayres, 1860",Girella nigricans,G. nigricans,"opaleye, adult",opaleye,opaleye,Opaleye (Adult),"Girella nigricans, adult","opaleye, adult","Dull green, thick body with one to three white to yellow spots on back and bright blue to blue/green eyes. ",NA,Abundant ,Abundant ,"Benthic, water column",NA,to 66 cm,to 66 cm,"Oregon to Baja, most abundant south of Pt. Conception",Adult,NA,herbivore,Herbivore,dimgray,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Non-targeted,Non-targeted,Non-targeted,10,No Limit,NA,NA
TRUE,14024,Animalia,Chordata,Vertebrata,Actinopterygii,Perciformes,Kyphosidae,Girella,Girella nigricans,Accepted,Girella nigricans,"Ayres, 1860",Girella nigricans,G. nigricans,"opaleye, juvenile",opaleye,opaleye,Opaleye (Juvenile),"Girella nigricans, juvenile","opaleye, juvenile",Dull green with spot on dorsal fin barely visible.,NA,Uncommon,Uncommon,"Benthic, water column",NA,<10 cm,<10 cm,"Oregon to Baja, most abundant south of Pt. Conception",Juvenile,NA,herbivore,Herbivore,dimgray,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Non-targeted,Non-targeted,Non-targeted,10,No Limit,NA,NA
TRUE,14025,Animalia,Chordata,Vertebrata,Actinopterygii,Perciformes,Gobiidae,Lythrypnus,Lythrypnus dalli,Accepted,Lythrypnus dalli,"Gilbert, 1890",Lythrypnus dalli,L. dalli,blue-banded goby,blue_banded_goby,blue-banded goby,Blue-banded Goby,Lythrypnus dalli,blue-banded goby,Bright red with four to nine bright vertical blue bars and a tall anterior dorsal fin. ,NA,Abundant ,Abundant ,"Benthic, cryptic",NA,to 6 cm,to 6 cm,Gulf of CA to Morro Bay,NA,NA,zooplanktivore,Planktivore,blue3,Fish,F,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Non-targeted,Non-targeted,Non-targeted,10,No Limit,NA,NA
TRUE,14026,Animalia,Chordata,Vertebrata,Actinopterygii,Perciformes,Gobiidae,Coryphopterus,Coryphopterus nicholsi,Unaccepted,Rhinogobiops nicholsii,"Bean, 1882",Coryphopterus nicholsi,C. nicholsi,blackeye goby,blackeye_goby,blackeye goby,Blackeye Goby,Coryphopterus nicholsi,blackeye goby,"Dark to pale tan, black eye and black edge on anterior dorsal fin.",NA,Abundant ,Abundant ,"Benthic, cryptic",NA,to 15 cm,to 15 cm,British Columbia to central Baja,NA,NA,benthic micro-invertivore + zooplanktivore,Planktivore,black,Fish,F,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Non-targeted,Non-targeted,Non-targeted,10,No Limit,NA,NA
TRUE,14027,Animalia,Chordata,Vertebrata,Actinopterygii,Perciformes,Labrisomidae,Alloclinus,Alloclinus holderi,Accepted,Alloclinus holderi,"Lauderbach, 1907",Alloclinus holderi,A. holderi,island kelpfish,island_kelpfish,island kelpfish,Island Kelpfish,Alloclinus holderi,island kelpfish,"Blotched, barred and striped body with tiny pale spots. Pale spot extending from cheekto lower rear quarter of eye. Raised rear dorsal and long pectorals. ",NA,Common,Common,"Benthic, water column",NA,to 10 cm ,to 10 cm ,Baja to SCI,NA,NA,benthic micro-invertivore,Carnivore,coral3,Fish,F,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Non-targeted,Non-targeted,Non-targeted,10,No Limit,NA,NA
TRUE,14028,Animalia,Chordata,Vertebrata,Actinopterygii,Perciformes,Labridae,Halichoeres,Halichoeres semicinctus,Accepted,Halichoeres semicinctus,"Ayres, 1859",Halichoeres semicinctus,H. semicinctus,"rock wrasse, male",rock_wrasse,rock wrasse,Rock Wrasse (Male),"Halichoeres semicinctus, male","rock wrasse, male",Green to blue-green cigar shaped body. Males have dark bar behind pectoral fins. ,NA,Common,Common,"Benthic, water column",NA,to 38 cm,to 38 cm,Gulf of CA to Pt Conception,Adult,Male,benthic micro-invertivore,Carnivore,darkorange3,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Non-targeted,Non-targeted,Non-targeted,10,No Limit,NA,NA
TRUE,14028.5,Animalia,Chordata,Vertebrata,Actinopterygii,Perciformes,Labridae,Halichoeres,Halichoeres semicinctus,Accepted,Halichoeres semicinctus,"Ayres, 1859",Halichoeres semicinctus,H. semicinctus,rock wrasse,rock_wrasse,rock wrasse,Rock Wrasse (Male),"Halichoeres semicinctus, male","rock wrasse, male",Green to blue-green cigar shaped body. Males have dark bar behind pectoral fins. ,NA,Common,Common,"Benthic, water column",NA,to 38 cm,to 38 cm,Gulf of CA to Pt Conception,Adult,Male,benthic micro-invertivore,Carnivore,darkorange3,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Non-targeted,Non-targeted,Non-targeted,10,No Limit,NA,NA
TRUE,14029,Animalia,Chordata,Vertebrata,Actinopterygii,Perciformes,Labridae,Halichoeres,Halichoeres semicinctus,Accepted,Halichoeres semicinctus,"Ayres, 1859",Halichoeres semicinctus,H. semicinctus,"rock wrasse, female",rock_wrasse,rock wrasse,Rock Wrasse (Female,"Halichoeres semicinctus, female","rock wrasse, female",Green to blue-green cigar shaped body. Females have dark areas on scales. ,NA,Common,Common,"Benthic, water column",NA,to 38 cm,to 38 cm,Gulf of CA to Pt Conception,Adult,Female,benthic micro-invertivore,Carnivore,darkorange3,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Non-targeted,Non-targeted,Non-targeted,10,No Limit,NA,NA
TRUE,14030,Animalia,Chordata,Vertebrata,Actinopterygii,Scorpaeniformes,Hexagrammidae,Oxylebius,Oxylebius pictus,Accepted,Oxylebius pictus,"Gill, 1862",Oxylebius pictus,O. pictus,painted greenling,painted_greenling,painted greenling,Painted Greenling,Oxylebius pictus,painted greenling,Pointed snout with 5-6 dark bands encircling fins and body. Two pairs  of cirri.,NA,Abundant ,Abundant ,Benthic,NA,to 25 cm,to 25 cm,Alaska to Baja,NA,NA,benthic micro-invertivore,Carnivore,darkred,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Non-targeted,Non-targeted,Non-targeted,10,No Limit,NA,NA
TRUE,15001,NA,NA,NA,NA,NA,NA,NA,Bare Substrate,NA,NA,NA,Bare Substrate,Bare Substrate,Bare Substrate,Bare_Substrate,Bare Substrate,Bare Substrate,Bare Substrate,Bare,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,darkslategrey,Substrate,S,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
TRUE,15002,NA,NA,NA,NA,NA,NA,NA,Rock,NA,NA,NA,Rock,Rock,Rock,Rock,Rock,Rock,Rock,Rock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,black,Substrate,S,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
TRUE,15003,NA,NA,NA,NA,NA,NA,NA,Cobble,NA,NA,NA,Cobble,Cobble,Cobble,Cobble,Cobble,Cobble,Cobble,Cobble,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,brown,Substrate,S,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
TRUE,15004,NA,NA,NA,NA,NA,NA,NA,Sand,NA,NA,NA,Sand,Sand,Sand,Sand,Sand,Sand,Sand,Sand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gold,Substrate,S,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
FALSE,16001,Animalia,Chordata,Vertebrata,Actinopterygii,Perciformes,Haemulidae,Anisotremus,Anisotremus davidsonii,Accepted,Anisotremus davidsonii,"Steindachner, 1876",Anisotremus davidsonii,A. davidsonii,sargo,sargo,sargo,sargo,Anisotremus davidsonii,sargo,Silver with single black vertical bar that runs from the base of anterior dorsal fin to level of pectoral fin.,NA,Common,Common,"Benthic, water column",NA,33-43 cm,33-43 cm,NA,NA,NA,benthic macro-invertivore,Carnivore,gray87,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Non-targeted,Non-targeted,Non-targeted,10,No Limit,NA,NA
FALSE,16002,Animalia,Chordata,Vertebrata,Actinopterygii,Perciformes,Anarhichadidae,Anarrhichthys,Anarrhichthys ocellatus,Accepted,Anarrhichthys ocellatus,"Ayres, 1855",Anarrhichthys ocellatus,A. ocellatus,wolf eel,wolf_eel,wolf eel,wolf eel,Anarrhichthys ocellatus,wolf eel,"Gray to brown with adults showing some mottling. No ventral fins. Continuous dorsal, tail and and anal fin only slightly notched before tiny tail. ",NA,Uncommon,Uncommon,"Benthic, cryptic",NA,to 152-243 cm,to 152-243 cm,NA,NA,NA,benthic macro-invertivore,Carnivore,gray48,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Non-targeted,Non-targeted,Non-targeted,10,No Limit,NA,NA
FALSE,16003,Animalia,Chordata,Vertebrata,Actinopterygii,Tetradontiformes,Balistidae,Balistes,Balistes polylepis,Accepted,Balistes polylepis,"Steindachner, 1876",Balistes polylepis,B. polylepis,finescale triggerfish,finescale_triggerfish,finescale triggerfish,finescale triggerfish,Balistes polylepis,finescale triggerfish,"Deep, rounded body that is bluish gray to brownish gray with small, fine scales. Belly is generally a lighter shade.",NA,uncommon ,uncommon ,"Benthic, water column",NA,to 30-60 cm ,to 30-60 cm ,NA,NA,NA,benthic macro-invertivore,Carnivore,lightblue1,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Non-targeted,Non-targeted,Non-targeted,10,No Limit,NA,NA
FALSE,16004,Animalia,Chordata,Vertebrata,Elasmobranchii,Myliobatiformes,Myliobatidae,Myliobatis,Myliobatis californica,Accepted,Myliobatis californica,"Gill, 1865",Myliobatis californica,M. californica,bat ray,bat_ray,bat ray,bat ray,Myliobatis californica,bat ray,"Thick bodied with large bulbous head and long pectoral fins. Shades range from gray., brown, olive to black with a white underside. Long venemous barb at base of tail. ",NA,Uncommon,Uncommon,Benthic,NA,1.8 m wingspan,1.8 m wingspan,NA,NA,NA,benthic macro-invertivore,Carnivore,gray36,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Non-targeted,Non-targeted,Non-targeted,10,No Limit,NA,NA
FALSE,16005,Animalia,Chordata,Vertebrata,Actinopterygii,Perciformes,Embiotocidae,Phanerodon,Phanerodon furcatus,Accepted,Phanerodon furcatus,"Girard, 1854",Phanerodon furcatus,P. furcatus,white surfperch,white_surfperch,white surfperch,white surfperch,Phanerodon furcatus,white surfperch,"Thin, footall shaped silverish-white body with deeply forked tail. Black line at the base of the dorsal fin.  ",NA,Common,Common,"Benthic, water column",NA,"10-20 cm, to 32 cm","10-20 cm, to 32 cm",NA,NA,NA,benthic macro-invertivore,Carnivore,khaki1,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Non-targeted,Non-targeted,Non-targeted,10,No Limit,NA,NA
FALSE,16006,Animalia,Chordata,Vertebrata,Elasmobranchii,Rajiformes,Rhinobatidae,Platyrhinoides,Platyrhinoides triseriata,Unaccapted,Platyrhinoides triseriata,"Jordan & Gilbert, 1880",Platyrhinoides triseriata,P. triseriata,thornback,thornback,thornback,thornback,Platyrhinoides triseriata,thornback,"Disc shaped flattened body with three parallel rows of large, curved spines.",NA,Uncommon,Uncommon,Benthic,NA,91 cm,91 cm,NA,NA,NA,benthic macro-invertivore,Carnivore,chocolate4,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Non-targeted,Non-targeted,Non-targeted,10,No Limit,NA,NA
FALSE,16007,Animalia,Chordata,Vertebrata,Actinopterygii,Perciformes,Embiotocidae,Rhacochilus,Rhacochilus toxotes,Accepted,Rhacochilus toxotes,"Agassiz, 1854",Rhacochilus toxotes,R. toxotes,rubberlip surfperch,rubberlip_surfperch,rubberlip surfperch,rubberlip surfperch,Rhacochilus toxotes,rubberlip surfperch,"Deep compressed body with dark vertical bar posterior of mid section. Large, fat lips with white to pink tint. ",NA,Common,Common,"Benthic, water column",NA,to 47 cm,to 47 cm,NA,NA,NA,benthic macro-invertivore,Carnivore,lightgoldenrod1,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Non-targeted,Non-targeted,Non-targeted,10,No Limit,NA,NA
