"SiteNumber","IslandCode","IslandName","SiteCode","SiteName","SurveyYear","SurveyDate","PermanentObserverNumber","Species","ScientificName","CommonName","Marker","Height_cm","Width_cm","Count"
28,"SC","Santa Cruz Island","CVP","Cavern Point",2011,6/28/2011 0:00:00,377,6006.00,"Lophogorgia chilensis","red gorgonian",40257,35,25,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2011,6/28/2011 0:00:00,377,6006.00,"Lophogorgia chilensis","red gorgonian",40258,52,34,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2011,6/28/2011 0:00:00,377,6006.00,"Lophogorgia chilensis","red gorgonian",40259,32,24,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2011,6/28/2011 0:00:00,377,6006.00,"Lophogorgia chilensis","red gorgonian",40260,42,37,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2011,6/28/2011 0:00:00,377,6006.00,"Lophogorgia chilensis","red gorgonian",40261,43,33,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2011,6/28/2011 0:00:00,377,6006.00,"Lophogorgia chilensis","red gorgonian",40262,37,31,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2011,6/28/2011 0:00:00,377,6006.00,"Lophogorgia chilensis","red gorgonian",40263,62,44,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2011,6/28/2011 0:00:00,377,6006.00,"Lophogorgia chilensis","red gorgonian",40264,69,69,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2011,6/28/2011 0:00:00,377,6006.00,"Lophogorgia chilensis","red gorgonian",40265,48,46,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2011,6/28/2011 0:00:00,377,6006.00,"Lophogorgia chilensis","red gorgonian",40266,51,50,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2011,6/28/2011 0:00:00,377,6006.00,"Lophogorgia chilensis","red gorgonian",40267,36,27,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2011,6/28/2011 0:00:00,377,6006.00,"Lophogorgia chilensis","red gorgonian",40268,39,29,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2011,6/28/2011 0:00:00,377,6006.00,"Lophogorgia chilensis","red gorgonian",40269,42,32,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2011,6/28/2011 0:00:00,377,6006.00,"Lophogorgia chilensis","red gorgonian",40270,37,21,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2011,6/28/2011 0:00:00,377,6008.00,"Muricea californica","California golden gorgonian",40271,36,66,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2013,9/18/2013 0:00:00,309,6006.00,"Lophogorgia chilensis","red gorgonian",41765,60,53,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2013,9/18/2013 0:00:00,309,6006.00,"Lophogorgia chilensis","red gorgonian",41766,34,35,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2013,9/18/2013 0:00:00,309,6006.00,"Lophogorgia chilensis","red gorgonian",41767,54,45,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2013,9/18/2013 0:00:00,309,6006.00,"Lophogorgia chilensis","red gorgonian",41768,44,48,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2013,9/18/2013 0:00:00,309,6006.00,"Lophogorgia chilensis","red gorgonian",41769,61,46,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2013,9/18/2013 0:00:00,309,6006.00,"Lophogorgia chilensis","red gorgonian",41770,45,35,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2013,9/18/2013 0:00:00,309,6006.00,"Lophogorgia chilensis","red gorgonian",41771,30,42,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2013,9/18/2013 0:00:00,309,6006.00,"Lophogorgia chilensis","red gorgonian",41772,26,23,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2013,9/18/2013 0:00:00,309,6006.00,"Lophogorgia chilensis","red gorgonian",41773,45,33,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2013,9/18/2013 0:00:00,309,6006.00,"Lophogorgia chilensis","red gorgonian",41774,23,26,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2013,9/18/2013 0:00:00,309,6006.00,"Lophogorgia chilensis","red gorgonian",41775,36,34,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2013,9/18/2013 0:00:00,309,6006.00,"Lophogorgia chilensis","red gorgonian",41776,39,29,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2013,9/18/2013 0:00:00,309,6006.00,"Lophogorgia chilensis","red gorgonian",41777,31,36,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2013,9/18/2013 0:00:00,309,6006.00,"Lophogorgia chilensis","red gorgonian",41778,42,35,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2013,9/18/2013 0:00:00,309,6006.00,"Lophogorgia chilensis","red gorgonian",41779,35,19,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2013,9/18/2013 0:00:00,309,6006.00,"Lophogorgia chilensis","red gorgonian",41780,22,27,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2013,9/18/2013 0:00:00,309,6006.00,"Lophogorgia chilensis","red gorgonian",41781,31,15,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2013,9/18/2013 0:00:00,309,6006.00,"Lophogorgia chilensis","red gorgonian",41782,42,35,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2013,9/18/2013 0:00:00,309,6006.00,"Lophogorgia chilensis","red gorgonian",41783,34,35,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2013,9/18/2013 0:00:00,309,6006.00,"Lophogorgia chilensis","red gorgonian",41784,21,12,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2013,9/18/2013 0:00:00,309,6006.00,"Lophogorgia chilensis","red gorgonian",41785,35,17,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2013,9/18/2013 0:00:00,309,6006.00,"Lophogorgia chilensis","red gorgonian",41786,31,15,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2013,9/18/2013 0:00:00,309,6006.00,"Lophogorgia chilensis","red gorgonian",41787,40,26,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2013,9/18/2013 0:00:00,309,6006.00,"Lophogorgia chilensis","red gorgonian",41788,47,28,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2013,9/18/2013 0:00:00,309,6006.00,"Lophogorgia chilensis","red gorgonian",41789,58,40,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2013,9/18/2013 0:00:00,364,6006.00,"Lophogorgia chilensis","red gorgonian",41738,53,39,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2013,9/18/2013 0:00:00,364,6006.00,"Lophogorgia chilensis","red gorgonian",41739,48,27,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2013,9/18/2013 0:00:00,364,6006.00,"Lophogorgia chilensis","red gorgonian",41740,42,32,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2013,9/18/2013 0:00:00,364,6006.00,"Lophogorgia chilensis","red gorgonian",41741,34,30,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2013,9/18/2013 0:00:00,364,6006.00,"Lophogorgia chilensis","red gorgonian",41742,32,23,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2013,9/18/2013 0:00:00,364,6006.00,"Lophogorgia chilensis","red gorgonian",41743,45,30,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2013,9/18/2013 0:00:00,364,6006.00,"Lophogorgia chilensis","red gorgonian",41744,57,49,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2013,9/18/2013 0:00:00,364,6006.00,"Lophogorgia chilensis","red gorgonian",41745,51,41,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2013,9/18/2013 0:00:00,364,6006.00,"Lophogorgia chilensis","red gorgonian",41746,42,41,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2013,9/18/2013 0:00:00,364,6006.00,"Lophogorgia chilensis","red gorgonian",41747,53,39,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2013,9/18/2013 0:00:00,364,6006.00,"Lophogorgia chilensis","red gorgonian",41748,46,32,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2013,9/18/2013 0:00:00,364,6006.00,"Lophogorgia chilensis","red gorgonian",41749,56,45,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2013,9/18/2013 0:00:00,364,6006.00,"Lophogorgia chilensis","red gorgonian",41750,38,28,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2013,9/18/2013 0:00:00,364,6006.00,"Lophogorgia chilensis","red gorgonian",41751,56,50,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2013,9/18/2013 0:00:00,364,6006.00,"Lophogorgia chilensis","red gorgonian",41752,38,31,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2013,9/18/2013 0:00:00,364,6006.00,"Lophogorgia chilensis","red gorgonian",41753,37,41,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2013,9/18/2013 0:00:00,364,6006.00,"Lophogorgia chilensis","red gorgonian",41754,49,43,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2013,9/18/2013 0:00:00,364,6006.00,"Lophogorgia chilensis","red gorgonian",41755,52,42,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2013,9/18/2013 0:00:00,364,6006.00,"Lophogorgia chilensis","red gorgonian",41756,23,16,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2013,9/18/2013 0:00:00,364,6006.00,"Lophogorgia chilensis","red gorgonian",41757,49,31,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2013,9/18/2013 0:00:00,364,6006.00,"Lophogorgia chilensis","red gorgonian",41758,43,35,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2013,9/18/2013 0:00:00,364,6006.00,"Lophogorgia chilensis","red gorgonian",41759,34,13,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2013,9/18/2013 0:00:00,364,6006.00,"Lophogorgia chilensis","red gorgonian",41760,43,40,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2013,9/18/2013 0:00:00,364,6006.00,"Lophogorgia chilensis","red gorgonian",41761,47,37,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2013,9/18/2013 0:00:00,364,6006.00,"Lophogorgia chilensis","red gorgonian",41762,56,57,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2013,9/18/2013 0:00:00,364,6008.00,"Muricea californica","California golden gorgonian",41764,38,54,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,316,6006.00,"Lophogorgia chilensis","red gorgonian",42527,40,44,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,316,6006.00,"Lophogorgia chilensis","red gorgonian",42528,55,55,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,316,6006.00,"Lophogorgia chilensis","red gorgonian",42529,38,28,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,316,6006.00,"Lophogorgia chilensis","red gorgonian",42530,33,27,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,316,6006.00,"Lophogorgia chilensis","red gorgonian",42531,40,29,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,316,6006.00,"Lophogorgia chilensis","red gorgonian",42532,45,28,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,316,6006.00,"Lophogorgia chilensis","red gorgonian",42533,38,35,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,316,6006.00,"Lophogorgia chilensis","red gorgonian",42534,29,21,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,316,6006.00,"Lophogorgia chilensis","red gorgonian",42535,25,13,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,316,6006.00,"Lophogorgia chilensis","red gorgonian",42536,20,15,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,316,6006.00,"Lophogorgia chilensis","red gorgonian",42537,55,51,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,316,6006.00,"Lophogorgia chilensis","red gorgonian",42538,44,25,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,316,6006.00,"Lophogorgia chilensis","red gorgonian",42539,45,50,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,316,6006.00,"Lophogorgia chilensis","red gorgonian",42540,45,45,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,316,6006.00,"Lophogorgia chilensis","red gorgonian",42541,38,50,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,316,6006.00,"Lophogorgia chilensis","red gorgonian",42542,35,20,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,316,6006.00,"Lophogorgia chilensis","red gorgonian",42543,35,33,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,316,6006.00,"Lophogorgia chilensis","red gorgonian",42544,40,38,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,316,6006.00,"Lophogorgia chilensis","red gorgonian",42545,45,40,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,316,6006.00,"Lophogorgia chilensis","red gorgonian",42546,65,95,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,316,6006.00,"Lophogorgia chilensis","red gorgonian",42547,35,28,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,316,6006.00,"Lophogorgia chilensis","red gorgonian",42548,50,40,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,316,6006.00,"Lophogorgia chilensis","red gorgonian",42549,11,6,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,316,6006.00,"Lophogorgia chilensis","red gorgonian",42550,40,30,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,316,6006.00,"Lophogorgia chilensis","red gorgonian",42551,20,38,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,316,6006.00,"Lophogorgia chilensis","red gorgonian",42552,35,29,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,316,6006.00,"Lophogorgia chilensis","red gorgonian",42553,37,25,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,316,6006.00,"Lophogorgia chilensis","red gorgonian",42554,43,26,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,316,6006.00,"Lophogorgia chilensis","red gorgonian",42555,19,6,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,316,6006.00,"Lophogorgia chilensis","red gorgonian",42556,65,50,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,316,6006.00,"Lophogorgia chilensis","red gorgonian",42557,75,65,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42452,32,50,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42453,26,27,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42454,47,50,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42455,51,42,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42456,42,49,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42457,46,38,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42458,26,30,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42459,42,27,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42460,29,27,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42461,36,44,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42462,60,42,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42463,68,55,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42464,58,63,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42465,42,50,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42466,51,55,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42467,48,39,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42468,57,69,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42469,20,38,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42470,50,34,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42471,62,60,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42472,48,40,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42473,27,25,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42474,42,40,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42475,31,31,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42476,49,64,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42477,33,19,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42478,38,36,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42479,34,38,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42480,38,34,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42481,29,35,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42482,46,48,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42483,38,36,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42484,45,47,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42485,44,60,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42486,25,43,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42487,23,36,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42488,31,45,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42489,20,19,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42490,38,43,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42491,44,44,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42492,43,38,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42493,29,11,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42494,27,18,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42495,23,28,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42496,41,46,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42497,36,40,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42498,37,33,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42499,42,34,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42500,32,46,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42501,28,18,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42502,35,30,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42503,50,35,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42504,39,54,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42505,32,29,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42506,44,46,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42507,30,28,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42508,49,45,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42509,46,48,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42510,28,25,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42511,27,22,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42512,34,31,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42513,50,51,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42514,52,55,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42515,73,62,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42516,54,63,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42517,45,40,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42518,50,67,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42519,42,47,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42520,22,26,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42521,36,39,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42522,50,60,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42523,46,48,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42524,50,50,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42525,43,38,1
28,"SC","Santa Cruz Island","CVP","Cavern Point",2014,8/15/2014 0:00:00,325,6006.00,"Lophogorgia chilensis","red gorgonian",42526,29,20,1
29,"SC","Santa Cruz Island","LS","Little Scorpion",2005,10/12/2005 0:00:00,309,6006.00,"Lophogorgia chilensis","red gorgonian",33557,36,32,1
29,"SC","Santa Cruz Island","LS","Little Scorpion",2005,10/12/2005 0:00:00,309,6006.00,"Lophogorgia chilensis","red gorgonian",33558,45,42,1
29,"SC","Santa Cruz Island","LS","Little Scorpion",2005,10/12/2005 0:00:00,309,6006.00,"Lophogorgia chilensis","red gorgonian",33559,31,23,1
29,"SC","Santa Cruz Island","LS","Little Scorpion",2005,10/12/2005 0:00:00,309,6006.00,"Lophogorgia chilensis","red gorgonian",33560,45,42,1
